id,uvrstitev,naslov,avtor,leto,žanr1,žanr2,ocena,nagrade,kritike,bralci
3876,66,The Sun Also Rises,Ernest Hemingway,1926,Classics,Fiction,3.83,0,9327,290760
38787,488,Pedro Páramo,Juan Rulfo,1955,Fiction,Magical Realism,4.03,0,1534,24480
38855,1228,Confederates in the Attic: Dispatches from the Unfinished Civil War,Tony Horwitz,1998,Military History,North American Hi...,4.08,0,1383,16955
38980,1268,"The Princess Diaries (The Princess Diaries, #1)",Meg Cabot,2000,Young Adult,Romance,3.76,1,4102,193470
39058,453,"The Gormenghast Novels (Gormenghast, #1-3)",Mervyn Peake,1959,Fantasy,Science Fiction Fantasy,3.98,0,518,6973
39063,1335,"Titus Groan (Gormenghast, #1)",Mervyn Peake,1946,Fantasy,Fiction,3.9,0,909,11255
390711,841,"Noble House (Asian Saga, #5)",James Clavell,1981,Historical Fiction,Fiction,4.22,0,375,30771
39242,988,The Milagro Beanfield War,John     Nichols,1974,Fiction,Magical Realism,4.08,0,297,8090
393199,408,Down and Out in Paris and London,George Orwell,1933,Nonfiction,Classics,4.1,0,2439,37960
394469,577,Suttree,Cormac McCarthy,1979,Fiction,Literature,4.18,1,1036,13338
394535,115,"Blood Meridian, or the Evening Redness in the West",Cormac McCarthy,1985,Fiction,Western,4.19,0,7007,75436
394689,1363,Tales of the Unexpected,Roald Dahl,1979,Short Stories,Fiction,4.16,0,353,7195
395090,612,Ariel,Sylvia Plath,1965,Poetry,Classics,4.23,0,986,36274
395182,698,Lucky Jim,Kingsley Amis,1954,Fiction,Classics,3.79,1,1361,19302
39662,284,Different Seasons,Stephen King,1982,Horror,Fiction,4.33,1,2953,132429
3980,670,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,1967,Fiction,Childrens,4.14,3,5192,138741
3985,179,The Amazing Adventures of Kavalier & Clay,Michael Chabon,2000,Fiction,Historical Fiction,4.16,6,9026,151325
39926,779,The Beauty Myth,Naomi Wolf,1990,Feminism,Nonfiction,3.89,0,694,13433
39988,145,Matilda,Roald Dahl,1988,Young Adult,Childrens,4.28,15,10278,450934
400,1242,Libra,Don DeLillo,1988,Fiction,Historical Fiction,3.98,3,598,10865
40024,200,"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,1994,Mystery,Historical Fiction,4.05,3,3840,97352
400354,1385,"Men at Arms (Discworld, #15; City Watch #2)",Terry Pratchett,1993,Fantasy,Humor,4.35,0,1145,58527
4009,222,Nine Stories,J.D. Salinger,1953,Short Stories,Fiction,4.19,0,3273,114933
40189,614,A Year in Provence,Peter Mayle,1989,Travel,Nonfiction,3.94,1,2235,47230
402045,153,"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley,1982,Fantasy,Fiction,4.12,1,5388,158534
402093,135,"Shōgun (Asian Saga, #1)",James Clavell,1975,Historical Fiction,Cultural,4.36,0,2919,111059
403098,629,A Man for All Seasons,Robert Bolt,1960,Plays,Classics,3.89,0,361,9078
40395,1459,"A Princess of Mars (Barsoom, #1)",Edgar Rice Burroughs,1912,Science Fiction,Fantasy,3.79,0,2912,41347
40425,508,"Tarzan of the Apes (Tarzan, #1)",Edgar Rice Burroughs,1912,Classics,Fiction,3.88,0,1873,30893
40470,1268,"Cities of the Plain (The Border Trilogy, #3)",Cormac McCarthy,1996,Western,Fiction,4.07,0,860,15019
40493,758,"The Valley of Horses (Earth's Children, #2)",Jean M. Auel,1982,Historical Fiction,Fiction,3.98,0,1795,58540
40496,555,How Green Was My Valley,Richard Llewellyn,1939,Classics,Fiction,4.15,1,997,11232
4069,160,Man's Search for Meaning,Viktor E. Frankl,1946,Nonfiction,Psychology,4.33,0,9192,173527
411496,1195,Voss,Patrick White,1957,Fiction,Cultural,3.76,2,141,1774
41193,516,A Thousand Acres,Jane Smiley,1991,Fiction,Literary Fiction,3.79,5,2158,47975
41219,1199,Possession,A.S. Byatt,1990,Fiction,Historical Fiction,3.88,3,3451,58095
412732,447,The Dharma Bums,Jack Kerouac,1958,Fiction,Classics,3.94,0,2261,65714
413,1058,Mason & Dixon,Thomas Pynchon,1997,Fiction,Historical Fiction,4.03,2,571,7204
4136,1316,Holidays on Ice,David Sedaris,1997,Humor,Nonfiction,3.95,0,4451,88913
4137,209,Me Talk Pretty One Day,David Sedaris,2000,Humor,Nonfiction,3.96,3,14631,498504
4138,1247,Naked,David Sedaris,1997,Humor,Nonfiction,4.08,1,5012,200085
41424,839,Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,1978,Fantasy,Romance,4.05,1,4159,59238
414298,1060,Straight Man,Richard Russo,1997,Fiction,Humor,4.02,0,2052,19706
414895,1128,Planet of the Apes,Pierre Boulle,1963,Fiction,Classics,3.9,0,929,25236
414999,362,Childhood's End,Arthur C. Clarke,1953,Science Fiction,Fiction,4.09,1,3506,91413
415,187,Gravity's Rainbow,Thomas Pynchon,1973,Fiction,Science Fiction,4.03,4,2363,27145
41667,867,"My Side of the Mountain (Mountain, #1)",Jean Craighead George,1959,Fiction,Young Adult,4.03,4,2325,48910
41681,172,The Jungle,Upton Sinclair,1906,Fiction,Classics,3.71,0,4567,106376
41804,251,"I, Robot (Robot #0.1)",Isaac Asimov,1950,Science Fiction,Fiction,4.17,0,4063,200566
41913,891,The Children of Men,P.D. James,1992,Fiction,Science Fiction,3.69,0,2260,30994
41977,658,Circle of Friends,Maeve Binchy,1990,Romance,Cultural,3.99,0,1420,45212
420278,1371,The Complete Poems: 1927-1979,Elizabeth Bishop,1980,Poetry,Classics,4.18,0,227,9757
420282,307,The Polar Express,Chris Van Allsburg,1985,Childrens,Childrens,4.29,6,2407,156591
421,1069,The White Album,Joan Didion,1979,Writing,Nonfiction,4.2,2,557,8428
421831,1472,The Letters of Mina Harker,Dodie Bellamy,1998,Fiction,Feminism,4.04,0,12,176
424,677,Slouching Towards Bethlehem,Joan Didion,1968,Nonfiction,Writing,4.24,0,1453,18752
42447,1368,Strawberry Girl,Lois Lenski,1945,Historical Fiction,Childrens,3.85,1,390,9875
425029,1096,"Presumed Innocent (Kindle County Legal Thriller, #1)",Scott Turow,1986,Mystery,Thriller,4.09,2,1041,91110
425123,1468,"Gone, Baby, Gone (Kenzie & Gennaro, #4)",Dennis Lehane,1998,Mystery,Fiction,4.13,4,1426,25941
42603,425,Black Like Me,John Howard Griffin,1960,Nonfiction,History,4.12,1,1958,47966
426504,197,Ficciones,Jorge Luis Borges,1944,Fiction,Classics,4.47,1,1461,32147
426825,983,QB VII,Leon Uris,1970,Fiction,Historical Fiction,4.17,0,306,24308
42691,1157,The Haj,Leon Uris,1984,Historical Fiction,Fiction,3.99,0,373,10211
42692,623,Mila 18,Leon Uris,1961,Historical Fiction,Fiction,4.27,1,448,19472
42696,603,Trinity,Leon Uris,1976,Historical Fiction,Fiction,4.22,0,848,16383
42697,211,Exodus,Leon Uris,1958,Historical Fiction,Fiction,4.33,1,1395,76750
4271,440,About a Boy,Nick Hornby,1998,Fiction,Contemporary,3.79,0,2713,110079
427282,806,The Periodic Table,Primo Levi,1975,Nonfiction,Science,4.19,0,525,6676
428,931,Play It as It Lays,Joan Didion,1970,Fiction,Classics,3.86,0,1364,17013
429138,1024,"River God (Ancient Egypt, #1)",Wilbur Smith,1994,Historical Fiction,Fiction,4.19,0,1073,26501
42933,570,"Tai-Pan (Asian Saga, #2)",James Clavell,1966,Historical Fiction,Fiction,4.24,0,683,34821
42955,935,The Drifters,James A. Michener,1971,Fiction,Historical Fiction,4.02,0,356,5602
429597,993,"Selected Poems, 1923-1958",E.E. Cummings,1960,Poetry,Classics,4.24,0,27,681
42986,984,"War and Remembrance (The Henry Family, #2)",Herman Wouk,1978,Historical Fiction,Fiction,4.38,1,647,27121
43035,279,White Fang,Jack London,1906,Classics,Fiction,3.93,0,2840,108815
43049,1089,The Sea Wolf,Jack London,1904,Classics,Fiction,4.01,0,936,18634
43070,1082,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,1988,Sequential Art,Humor,4.65,0,567,92186
431,405,The New York Trilogy,Paul Auster,1987,Fiction,Mystery,3.92,0,2268,40675
432,1205,"City of Glass (The New York Trilogy, #1)",Paul Auster,1985,Fiction,Mystery,3.82,1,642,10619
433533,1235,"Rilla of Ingleside (Anne of Green Gables, #8)",L.M. Montgomery,1921,Classics,Fiction,4.15,0,1069,30218
4339,925,Dispatches,Michael Herr,1977,Nonfiction,History,4.24,1,692,10719
43448,561,"Flowers in the Attic (Dollanganger, #1)",V.C. Andrews,1979,Fiction,Horror,3.79,1,5823,118025
434903,1138,The Rings of Saturn,W.G. Sebald,1995,Fiction,Travel,4.27,2,645,6303
43545,161,The Once and Future King (The Once and Future King #1-4),T.H. White,1958,Classics,Historical Fiction,4.08,0,3028,80985
43615,294,"The Gunslinger (The Dark Tower, #1)",Stephen King,1982,Fantasy,Fiction,4.0,0,10822,332356
43758,590,"The Queen of the Damned (The Vampire Chronicles, #3)",Anne Rice,1988,Horror,Fantasy,3.86,0,1857,114296
43763,121,"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,1976,Fantasy,Horror,3.97,1,7692,383551
43780,1311,"Vampire Chronicles: Interview with the Vampire, The Vampire Lestat, The Queen of the Damned",Anne Rice,1989,Horror,Fiction,4.25,0,175,10930
43782,1134,The Mummy,Anne Rice,1989,Horror,Fantasy,3.81,0,796,37493
43805,1244,Servant of the Bones,Anne Rice,1996,Horror,Fiction,3.69,0,399,25555
43814,309,"The Vampire Lestat (The Vampire Chronicles, #2)",Anne Rice,1985,Horror,Fantasy,4.05,2,2995,146946
43841,1262,"When Christ and His Saints Slept  (Henry II & Eleanor of Aquitaine, #1)",Sharon Kay Penman,1994,Historical Fiction,Fiction,4.27,0,646,11304
43889,699,"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind,1994,Fantasy,Fiction,4.13,1,5293,179630
43916,647,"Magician (The Riftwar Saga, #1-2)",Raymond E. Feist,1982,Fantasy,Fiction,4.32,0,1078,45628
439288,280,Speak,Laurie Halse Anderson,1999,Young Adult,Fiction,3.99,10,17733,356939
43945,330,Portnoy's Complaint,Philip Roth,1969,Fiction,Classics,3.69,0,2018,40101
43980,1164,A History of the World in 10½  Chapters,Julian Barnes,1989,Fiction,Short Stories,3.9,0,684,9587
44028,774,The Angela's Ashes/'Tis Boxed Set,Frank McCourt,1996,Autobiography,Nonfiction,4.08,0,68,1261
4406,24,East of Eden,John Steinbeck,1952,Classics,Fiction,4.34,2,13812,323833
440692,1115,The Count of Monte Cristo,Mitsu Yamamoto,1979,Classics,Fiction,4.36,0,72,1653
44186,720,The Monster at the End of this Book,Jon Stone,1971,Childrens,Childrens,4.45,0,2442,101958
44234,1000,The Civil War: A Narrative,Shelby Foote,1963,History,Military History,4.55,1,293,5715
443842,1494,The Prisoner Of Zenda,Anthony Hope,1894,Classics,Fiction,3.87,0,648,14173
44597,478,Wide Sargasso Sea,Jean Rhys,1966,Fiction,Classics,3.56,2,3370,42785
44659,1018,"Pawn of Prophecy (The Belgariad, #1)",David Eddings,1982,Fantasy,Fiction,4.15,2,2073,69988
447,1403,Moon Palace,Paul Auster,1989,Fiction,Literature,3.99,0,580,13799
4473,53,A Prayer for Owen Meany,John Irving,1989,Fiction,Classics,4.22,0,10850,239480
44796,923,The Moon and Sixpence,W. Somerset Maugham,1919,Fiction,Classics,4.1,0,773,12350
45107,817,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,1995,Fantasy,Fiction,4.13,0,5450,151247
45112,1354,"Assassin's Quest (Farseer Trilogy, #3)",Robin Hobb,1997,Fantasy,Fantasy,4.18,0,2596,77377
45195,258,A Passage to India,E.M. Forster,1924,Classics,Fiction,3.66,2,2336,50226
455373,1223,Sphere,Michael Crichton,1987,Science Fiction,Fiction,3.76,0,2184,129690
45546,1445,Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier,Stephen E. Ambrose,1996,History,Nonfiction,4.22,3,1855,35213
457264,269,The Second Sex,Simone de Beauvoir,1949,Feminism,Nonfiction,4.09,0,763,20023
45967,1239,The Blind Owl,Sadegh Hedayat,1937,Fiction,Horror,3.98,0,903,11270
45974,922,The Book of Disquiet,Fernando Pessoa,1982,Poetry,Fiction,4.51,0,1068,12177
460635,317,The Bone People,Keri Hulme,1984,Fiction,,4.06,3,1345,15719
46087,960,The White Hotel,D.M. Thomas,1981,Fiction,Historical Fiction,3.84,4,265,3268
46114,343,The Waves,Virginia Woolf,1931,Classics,Fiction,4.14,0,1292,17641
46164,149,Tender Is the Night,F. Scott Fitzgerald,1934,Classics,Fiction,3.83,0,3423,82301
46165,537,This Side of Paradise,F. Scott Fitzgerald,1920,Fiction,Classics,3.69,0,2625,45325
46170,81,For Whom the Bell Tolls,Ernest Hemingway,1940,Classics,Fiction,3.95,0,4395,198517
46199,249,Letters to a Young Poet,Rainer Maria Rilke,1929,Poetry,Nonfiction,4.34,1,2060,30361
46201,447,The Selected Poetry of Rainer Maria Rilke,Rainer Maria Rilke,1976,Poetry,Classics,4.4,2,239,11038
46227,843,"Ask the Dust (Arturo Bandini, #3)",John Fante,1939,Fiction,Classics,4.14,0,1317,19266
46231,541,The Portable Dorothy Parker,Dorothy Parker,1944,Poetry,Fiction,4.35,0,480,9739
4625,1178,The Complete Short Stories,Ernest Hemingway,1925,Novels,,4.28,0,866,36425
4631,368,A Moveable Feast,Ernest Hemingway,1964,Classics,Nonfiction,4.04,0,6054,86710
4633,1479,Islands in the Stream,Ernest Hemingway,1970,Fiction,Classics,3.87,0,490,10258
464260,787,The Fire Next Time,James     Baldwin,1963,Nonfiction,Writing,4.42,1,1156,18235
4645,993,The Snows of Kilimanjaro and Other Stories,Ernest Hemingway,1936,Fiction,Classics,3.88,0,979,25893
46456,656,The Women's Room,Marilyn French,1977,Fiction,Feminism,3.91,0,439,5766
4652,984,In Our Time,Ernest Hemingway,1925,Fiction,Classics,3.8,0,700,15478
4659,1096,A Widow for One Year,John Irving,1998,Fiction,Contemporary,3.74,1,2251,48632
46601,1411,"An Echo in the Darkness (Mark of the Lion, #2)",Francine Rivers,1994,Christian Fiction,Historical Fiction,4.6,1,1256,32149
466537,939,Future Shock,Alvin Toffler,1970,Science,Nonfiction,3.75,0,210,3293
46654,404,"The Foundation Trilogy (Foundation, #1-3)",Isaac Asimov,1951,Science Fiction,Fiction,4.39,1,1042,72531
46677,998,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Judith Viorst,1972,Childrens,Childrens,4.22,2,2137,143211
4671,4,The Great Gatsby,F. Scott Fitzgerald,1925,Classics,Literature,3.88,1,50004,2640795
46799,277,Go Ask Alice,Beatrice Sparks,1971,Fiction,Young Adult,3.77,0,8918,200866
4687,150,The Cider House Rules,John Irving,1985,Fiction,Historical Fiction,4.1,0,3080,130003
46917,727,Rabbit Redux (Rabbit Angstrom #2),John Updike,1971,Fiction,Classics,3.79,1,580,11343
4692,1311,"The Physician (Cole Family Trilogy, #1)",Noah Gordon,1986,Historical Fiction,Fiction,4.34,0,1307,24511
46945,810,Requiem for a Dream,Hubert Selby Jr.,1978,Fiction,Classics,4.1,0,886,37668
469571,312,"All the Pretty Horses (The Border Trilogy, #1)",Cormac McCarthy,1992,Fiction,Western,3.96,2,4615,69218
472025,667,Why I Am Not a Christian and Other Essays on Religion and Related Subjects,Bertrand Russell,1957,Nonfiction,Philosophy,4.03,0,474,14359
47212,928,"Storm Front (The Dresden Files, #1)",Jim Butcher,2000,Fantasy,Fantasy,4.02,0,11374,208143
472331,113,Watchmen,Alan Moore,1987,Sequential Art,Fiction,4.34,6,10509,391570
47281,388,Number the Stars,Lois Lowry,1989,Fiction,Historical Fiction,4.1,8,9813,329773
47401,630,"Chocolat (Chocolat, #1)",Joanne Harris,1998,Romance,Magical Realism,3.94,0,3284,90007
4747871,921,"Mrs. Mike (Mrs. Mike, #1)",Benedict Freedman,1947,Historical Fiction,Fiction,4.13,0,1713,13775
475339,880,Madeline,Ludwig Bemelmans,1939,Childrens,Childrens,4.22,2,1354,149159
47730,1297,The Complete Poems,Anne Sexton,1981,Poetry,Classics,4.28,0,300,12021
479415,949,The Horse Whisperer,Nicholas Evans,1995,Romance,Animals,3.76,0,1558,41249
4796,589,The Winter of Our Discontent,John Steinbeck,1961,Classics,Fiction,3.99,0,1442,29752
4799,190,Cannery Row,John Steinbeck,1945,Classics,Fiction,4.01,0,3683,83952
47990,1240,"Jingo (Discworld, #21; City Watch, #4)",Terry Pratchett,1997,Fantasy,Humor,4.1,0,884,40719
480204,297,The Phantom of the Opera,Gaston Leroux,1909,Classics,Fiction,3.97,0,4333,147862
48132,605,"My Family and Other Animals (Corfu Trilogy, #1)",Gerald Durrell,1956,Nonfiction,Biography,4.27,0,1682,22110
48203,1235,The Professor's House,Willa Cather,1925,Fiction,Classics,3.75,0,415,4801
48328,223,Revolutionary Road,Richard Yates,1961,Fiction,Classics,3.89,1,5803,62367
48462,1362,Collected Works: Wise Blood / A Good Man is Hard to Find / The Violent Bear it Away / Everything that Rises Must Converge / Essays and Letters,Flannery O&#39;Connor,1988,Fiction,Short Stories,4.52,0,170,2727
48464,253,A Good Man is Hard to Find and Other Stories,Flannery O&#39;Connor,1953,Fiction,Classics,4.25,0,1526,28474
48467,597,Wise Blood,Flannery O&#39;Connor,1952,Fiction,Classics,3.88,0,1585,19396
485894,58,The Metamorphosis,Franz Kafka,1915,Classics,Fiction,3.77,0,9308,385208
486298,844,Death Be Not Proud,John Gunther,1949,Nonfiction,Classics,3.81,0,533,9379
4865,386,How to Win Friends and Influence People,Dale Carnegie,1936,Nonfiction,Self Help,4.13,0,7006,287318
48757,530,The Tao of Pooh,Benjamin Hoff,1982,Philosophy,Nonfiction,4.01,1,2860,74645
48855,7,The Diary of a Young Girl,Anne Frank,1947,Nonfiction,Classics,4.09,1,19738,1961416
48858,952,Travels With My Aunt,Graham Greene,1969,Fiction,Classics,3.84,0,588,7523
48862,988,Brighton Rock,Graham Greene,1938,Fiction,Classics,3.72,0,944,15532
4894,1365,Who Moved My Cheese?,Spencer Johnson,1998,Nonfiction,Business,3.72,0,7373,236086
4912,1382,"'Tis (Frank McCourt, #2)",Frank McCourt,1999,Nonfiction,Autobiography,3.66,2,1874,45465
49256,735,The Unabridged Devil's Dictionary,Ambrose Bierce,1906,Humor,Nonfiction,4.13,0,465,7531
4948,231,The Very Hungry Caterpillar,Eric Carle,1969,Childrens,Childrens,4.28,0,5537,291537
4953,273,A Heartbreaking Work of Staggering Genius,Dave Eggers,2000,Fiction,,3.67,4,8559,146325
49552,28,The Stranger,Albert Camus,1942,Classics,Fiction,3.95,1,13699,452985
497164,1010,Camera Lucida: Reflections on Photography,Roland Barthes,1980,Art,Nonfiction,3.92,0,390,27767
497199,711,Factotum,Charles Bukowski,1975,Fiction,Classics,3.96,0,1140,38218
4980,154,Breakfast of Champions,Kurt Vonnegut,1973,Fiction,Classics,4.09,0,4823,179521
4981,22,Slaughterhouse-Five,Kurt Vonnegut,1969,Fiction,Classics,4.05,4,18456,854150
4982,380,The Sirens of Titan,Kurt Vonnegut,1959,Science Fiction,Classics,4.15,1,3063,79358
4985,632,Welcome to the Monkey House,Kurt Vonnegut,1968,Fiction,Short Stories,4.13,0,1432,41195
4989,94,The Red Tent,Anita Diamant,1997,History,Christian,4.15,2,16859,439327
5,21,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,1999,Fantasy,Young Adult,4.52,13,33537,1869573
50,886,"Hatchet (Brian's Saga, #1)",Gary Paulsen,1986,Young Adult,Fiction,3.67,15,9918,222321
50033,549,"Dandelion Wine (Green Town, #1)",Ray Bradbury,1957,Fiction,Classics,4.08,0,3020,37866
50051,873,The Last Picture Show,Larry McMurtry,1966,Fiction,Classics,3.95,0,525,10588
50140,1112,Big Sur,Jack Kerouac,1962,Classics,Fiction,3.86,0,800,21991
50144,1001,Kitchen,Banana Yoshimoto,1988,Cultural,Short Stories,3.83,3,2179,28931
50181,363,"F. Scott Fitzgerald: The Great Gatsby: Essays, Articles, Reviews",Nicolas Tredell,1997,Classics,Fiction,3.8,0,67,2955
50244,1161,Jamaica Inn,Daphne du Maurier,1935,Classics,Fiction,3.84,0,1507,19021
50275,645,Last Exit to Brooklyn,Hubert Selby Jr.,1964,Classics,Fiction,3.94,0,920,16751
50365,336,"A Suitable Boy (A Suitable Boy, #1)",Vikram Seth,1993,Fiction,Cultural,4.1,2,1644,34363
50366,1311,An Equal Music,Vikram Seth,1999,Fiction,Music,3.76,2,573,7419
5043,63,"The Pillars of the Earth (The Pillars of the Earth, #1)",Ken Follett,1989,Historical Fiction,Fiction,4.29,0,25696,474984
50466,1359,"Burning in Water, Drowning in Flame",Charles Bukowski,1974,Poetry,Literature,4.22,0,181,4957
50696,1359,The Ghost Writer,Philip Roth,1979,Fiction,Literature,3.81,2,498,7043
50833,320,Valley of the Dolls,Jacqueline Susann,1966,Fiction,Classics,3.69,0,2505,34864
5094,1146,"The Drawing of the Three (The Dark Tower, #2)",Stephen King,1987,Fiction,Horror,4.22,0,4479,144212
5096,1232,"Wizard and Glass (The Dark Tower, #4)",Stephen King,1997,Fantasy,Fiction,4.24,0,3608,112437
509784,792,The End of Eternity,Isaac Asimov,1955,Science Fiction,Fiction,4.2,0,1310,29322
51019,848,Cat's Eye,Margaret Atwood,1988,Fiction,Cultural,3.91,1,2321,43239
578651,9,The Catcher in the Rye,J.D. Salinger,1951,Classics,Fiction,3.79,2,42989,2023843
51089,1132,Black Spring,Henry Miller,1936,Fiction,Literature,3.86,0,162,3833
51113,700,The Samurai's Garden,Gail Tsukiyama,1994,Fiction,Historical Fiction,4.11,0,1513,17097
51114,1267,Women of the Silk,Gail Tsukiyama,1991,Historical Fiction,Fiction,3.94,0,926,12886
5113,97,Franny and Zooey,J.D. Salinger,1957,Fiction,Classics,3.98,1,5107,158794
5114,563,"Raise High the Roof Beam, Carpenters & Seymour: An Introduction",J.D. Salinger,1955,Fiction,Classics,4.11,0,1316,39210
5128,1109,The Doors of Perception & Heaven and Hell,Aldous Huxley,1956,Philosophy,Nonfiction,3.96,0,780,26314
5129,14,Brave New World,Aldous Huxley,1932,Classics,Fiction,3.96,0,18677,1025808
5135,1487,Point Counter Point,Aldous Huxley,1928,Fiction,Classics,3.85,0,239,8589
5148,181,A Separate Peace,John Knowles,1959,Classics,Young Adult,3.56,3,5405,158310
51504,556,Post Office,Charles Bukowski,1971,Fiction,Classics,4.01,0,2600,64754
51606,365,Johnny Got His Gun,Dalton Trumbo,1939,Fiction,Classics,4.16,1,1680,25600
5168,594,Where the Heart Is,Billie Letts,1995,Fiction,Womens Fiction,4.0,0,3047,205876
517188,632,The Prime of Miss Jean Brodie,Muriel Spark,1961,Fiction,Classics,3.76,0,1636,29267
5174,582,Fall on Your Knees,Ann-Marie MacDonald,1996,Fiction,Historical Fiction,3.94,4,2584,52451
5181,1217,Jewel,Bret Lott,1991,Fiction,,3.64,0,577,31900
5191,860,The Pilot's Wife,Anita Shreve,1998,Fiction,Womens Fiction,3.49,0,3759,74533
51933,1226,Madness and Civilization: A History of Insanity in the Age of Reason,Michel Foucault,1961,History,Philosophy,4.1,0,293,7996
5197,547,A Lesson Before Dying,Ernest J. Gaines,1993,Fiction,Classics,3.92,1,2465,40659
5203,103,She's Come Undone,Wally Lamb,1992,Fiction,Contemporary,3.84,1,8917,260792
52036,57,Siddhartha,Hermann Hesse,1922,Classics,Fiction,3.98,0,10779,397037
5204,644,We Were the Mulvaneys,Joyce Carol Oates,1996,Fiction,Contemporary,3.69,0,2464,78538
5211,137,A Fine Balance,Rohinton Mistry,1995,Fiction,Cultural,4.34,7,6974,101283
52251,879,"Claudius the God and His Wife Messalina (Claudius, #2)",Robert Graves,1934,Fiction,Classics,4.23,0,365,9327
52350,1491,The Stepford Wives,Ira Levin,1972,Horror,Fiction,3.7,0,1334,19390
5246,382,Ethan Frome,Edith Wharton,1911,Classics,Fiction,3.34,0,4017,76143
52640,992,Weaveworld,Clive Barker,1987,Fantasy,Horror,4.13,1,788,21284
527756,232,The Man Without Qualities,Robert Musil,1930,Fiction,Classics,4.25,2,190,4029
52783,824,Henderson the Rain King,Saul Bellow,1959,Fiction,Classics,3.79,1,655,11531
52873,1463,The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie,1993,Short Stories,Fiction,4.09,2,1574,19295
5291314,513,Lord Jim,Joseph Conrad,1900,Classics,Fiction,3.61,0,954,21954
529241,1290,The Snow Goose,Paul Gallico,1941,Fiction,Classics,4.09,0,294,2374
5295735,1344,الحرافيش,Naguib Mahfouz,1977,Novels,Fiction,4.34,0,1129,9593
529626,304,Sometimes a Great Notion,Ken Kesey,1964,Fiction,Classics,4.24,0,1034,16017
53003,958,Our Lady of the Flowers,Jean Genet,1943,Fiction,Cultural,4.03,0,189,3949
53022,852,The Collected Poems of W.B. Yeats,W.B. Yeats,1889,Poetry,Classics,4.25,0,316,28557
53061,1327,Death in Venice,Thomas Mann,1912,Classics,Literature,3.73,1,1060,21185
53064,412,Death in Venice and Other Tales,Thomas Mann,1911,Fiction,Classics,3.86,0,580,15120
5308,282,The Pearl,John Steinbeck,1947,Classics,Fiction,3.39,0,5785,138560
530965,532,The Day of the Triffids,John Wyndham,1951,Science Fiction,Fiction,3.99,1,2199,62964
53101,1162,Nightwood,Djuna Barnes,1936,Fiction,Glbt,3.7,0,589,6270
531262,967,A Handful of Dust,Evelyn Waugh,1934,Fiction,Classics,3.92,0,861,18395
531509,1193,Herland,Charlotte Perkins Gilman,1915,Fiction,Feminism,3.45,1,872,8747
53410,1427,Blow-Up and Other Stories,Julio Cortázar,1959,Short Stories,Fiction,4.23,0,298,7070
53413,460,Hopscotch,Julio Cortázar,1963,Fiction,Classics,4.26,1,1255,19467
53447,917,El túnel,Ernesto Sabato,1948,Fiction,Classics,4.04,1,1460,26397
5349,526,The Rainmaker,John Grisham,1995,Fiction,Thriller,3.9,0,1467,138572
5350,1472,The Partner,John Grisham,1997,Fiction,Thriller,3.89,0,1803,88945
5358,245,The Firm,John Grisham,1991,Fiction,Thriller,3.98,0,3073,473032
5359,707,The Client,John Grisham,1993,Fiction,Mystery,3.96,3,1828,314342
53639,502,Zorba the Greek,Nikos Kazantzakis,1946,Fiction,Classics,4.1,1,2091,21362
5364,509,"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon,1992,Historical Fiction,Romance,4.31,0,11340,197855
5367,1383,"The Great Book of Amber (The Chronicles of Amber, #1-10)",Roger Zelazny,1999,Fantasy,Fiction,4.31,0,769,20101
537066,1396,Cottonmouth Kisses,Clint Catalyst,2000,Poetry,Dark Fantasy,4.09,0,14,114
537296,1463,"Frog and Toad Are Friends (Frog and Toad, #1)",Arnold Lobel,1970,Childrens,Childrens,4.17,4,956,68494
53835,183,The Age of Innocence,Edith Wharton,1920,Classics,Fiction,3.93,1,4815,110910
53969,857,The Feast of the Goat,Mario Vargas Llosa,2000,Fiction,Historical Fiction,4.21,1,1250,16113
53970,1409,Conversation in the Cathedral,Mario Vargas Llosa,1969,Fiction,Literature,4.31,0,316,4428
539813,955,The Wretched of the Earth,Frantz Fanon,1961,Nonfiction,History,4.16,0,435,11439
540020,716,The Day of the Jackal,Frederick Forsyth,1971,Fiction,Spy Thriller,4.24,2,1320,85868
54042,1284,Malone Dies,Samuel Beckett,1951,Fiction,European Literature,3.92,0,184,2397
541803,615,The Complete Father Brown,G.K. Chesterton,1910,Mystery,Fiction,4.08,0,304,5592
54258,1377,The Radetzky March,Joseph Roth,1932,Fiction,Historical Fiction,4.07,1,365,4129
54270,742,Mein Kampf,Adolf Hitler,1925,History,Nonfiction,3.09,0,2124,21790
